jobID,agencyTitle,agencyID,jobTitle,salaryFrom,salaryTo
509139,TAXI & LIMOUSINE COMMISSION,24,Prosecution Call Center Agent,37413,60310
509206,DEPARTMENT OF TRANSPORTATION,19,Gardener,43410,62479
509514,DEPT OF HEALTH/MENTAL HYGIENE,2,ID Investigator Supervisor,86520,86520
509596,DEPT OF HEALTH/MENTAL HYGIENE,2,"Supervising Public Health Nurse, Bureau of School Health",84252,84252
509636,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Advisor, Bureau of Public Health Clinics",47155,58566
509754,DEPARTMENT OF TRANSPORTATION,19,Senior Timekeeper,58695,89699
509756,FINANCIAL INFO SVCS AGENCY,18,SENIOR BUSINESS ANALYST,100000,110000
509867,DEPT OF ENVIRONMENT PROTECTION,6,PAYMENT SPECIALIST,40017,62820
509885,DEPARTMENT OF CORRECTION,12,"Director, Strategic Initiatives",84468,97138
510096,FINANCIAL INFO SVCS AGENCY,18,QUALITY CONTROL ASSOCIATE,50217,65000
510244,HRA/DEPT OF SOCIAL SERVICES,17,CUSTOMER SERVICE ASSISTANT,32520,37398
510259,HUMAN RIGHTS COMMISSION,16,Supervising Attorney-Housing & Public Accommodations,95000,95000
510359,DEPT. OF HOMELESS SERVICES,23,ENGAGEMENT COORDINATOR,54100,62215
510439,MAYORS OFFICE OF CONTRACT SVCS,25,DevOps Engineer,90000,110000
510472,ADMIN FOR CHILDREN'S SVCS,5,QI Liaison,73027,87622
510487,DEPARTMENT OF CORRECTION,12,Licensed Barber,35197,47467
510956,NYC HOUSING AUTHORITY,13,Director of Quality Assurance Compliance and Training,149000,157000
510979,DEPT OF HEALTH/MENTAL HYGIENE,2,Computer Support Technician,40990,47139
511006,DEPARTMENT OF TRANSPORTATION,19,Associate Investigator,60132,84611
511012,DEPT. OF HOMELESS SERVICES,23,QUALITY MANAGEMENT COORDINATOR,75504,86830
511052,DEPARTMENT OF CORRECTION,12,Timekeeping Analyst,40017,46019
511279,FINANCIAL INFO SVCS AGENCY,18,TECH SUPPORT/SCHEDULER,80000,85000
511310,FINANCIAL INFO SVCS AGENCY,18,FINANCIAL SYSTEMS RELEASE MANAGER,75000,135000
511471,HRA/DEPT OF SOCIAL SERVICES,17,CITYTIME OPERATIONS SPECIALIST,53057,61015
511643,HRA/DEPT OF SOCIAL SERVICES,17,FACILITY ASSISTANT/PURCHASING/INVENTORY CLERK,36390,58953
511705,NYC HOUSING AUTHORITY,13,Senior Advisor to the VP for Public Safety and Security,64749,134280
512140,DEPT OF HEALTH/MENTAL HYGIENE,2,"Nurse Practitioner III / Medical Director, Bureau of Clinical Quality Management and Improvement",72475,111231
512309,DEPT OF HEALTH/MENTAL HYGIENE,2,Heat Coordinator,71379,82086
512652,HRA/DEPT OF SOCIAL SERVICES,17,UNIT CLERK,36390,41848
512662,DEPARTMENT OF CORRECTION,12,Training Compliance Coordinator,53797,61866
512847,NYC HOUSING AUTHORITY,13,Engineering Auditor,75000,85646
512873,TAXI & LIMOUSINE COMMISSION,24,Client Services Representative,37413,44000
512897,TAXI & LIMOUSINE COMMISSION,24,Vehicle Licensing Specialist,36390,45195
513205,DEPT OF HEALTH/MENTAL HYGIENE,2,"NFP Social Woker, Bureau of Maternal Infant and Reproductive Health",51079,58741
513232,DEPT OF HEALTH/MENTAL HYGIENE,2,"Executive Director of Strategic Initiatives, Division Management & Systems Coordination",96772,140660
513410,TECHNOLOGY & INNOVATION,15,Telecommunications Billing Analyst,53797,61866
513476,LAW DEPARTMENT,3,Staff Analyst Trainee - Litigation Support,42150,58163
513478,LAW DEPARTMENT,3,Staff Analyst,62470,80008
513513,DEPT OF HEALTH/MENTAL HYGIENE,2,Medicolegal Investigator I,81000,81000
513573,DEPT OF HEALTH/MENTAL HYGIENE,2,Lead Home Visitor,47155,60088
513649,NYC HOUSING AUTHORITY,13,"Senior Program Manager, Enterprise Solutions Management",64922,173486
513651,NYC HOUSING AUTHORITY,13,"Enterprise Architect, Enterprise Solutions Management",58700,161534
513665,HRA/DEPT OF SOCIAL SERVICES,17,CONTROL CLERK,36390,41848
514145,HRA/DEPT OF SOCIAL SERVICES,17,ENROLLMENT DIRECTOR,71000,85000
514313,DEPARTMENT OF TRANSPORTATION,19,Corridor Planner,57078,85646
514681,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
514693,DEPARTMENT OF TRANSPORTATION,19,Assistant Transportation Specialist,49328,72571
515122,DEPT OF HEALTH/MENTAL HYGIENE,2,"Triage Nurse, Bureau of Public Health Clinics",41.6935,41.6935
515156,NYC HOUSING AUTHORITY,13,Performance Management Analyst,56013,84862
515186,DEPT OF HEALTH/MENTAL HYGIENE,2,"Budget Analyst,  Family and Child Health Administration",70611,105138
515337,NYC HOUSING AUTHORITY,13,SENIOR COMMUNITY DEVELOPMENT COORDINATOR,64749,134280
515350,DEPARTMENT OF TRANSPORTATION,19,Senior Data Engineer,75000,180000
515906,DEPARTMENT OF TRANSPORTATION,19,Bronx Borough Commissioner,80931,208826
516224,DEPT OF HEALTH/MENTAL HYGIENE,2,Clinic Administrative Manager,84451,113550
516442,FIRE DEPARTMENT,20,FDNY Supervisor of Telephone Adjudications,65160,74934
516743,HUMAN RIGHTS COMMISSION,16,IT Security Specialist,54281,75000
516807,HRA/DEPT OF SOCIAL SERVICES,17,SOFTWARE ENGINEER,90000,115000
517213,OFF OF PAYROLL ADMINISTRATION,26,College Aide,15.5,19.9
517595,LAW DEPARTMENT,3,Assistant Corporation Counsel - Family Court Interstate Child Support,73579,133040
517802,DEPT OF HEALTH/MENTAL HYGIENE,2,"Policy Advisor, Family and Child Health Administration",75504,86830
517806,NYC HOUSING AUTHORITY,13,Quality Assurance Inspector,45137,64043
517869,DEPT OF HEALTH/MENTAL HYGIENE,2,"Scheduler, Bureau of Early Intervention",40017,46019
518008,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR PROJECT LEADER,85371,109990
518031,ADMIN FOR CHILDREN'S SVCS,5,Unit Supervisor,86096,96000
518043,ADMIN FOR CHILDREN'S SVCS,5,Child Protective Specialist Supervisor,86096,104372
518101,DEPT OF HEALTH/MENTAL HYGIENE,2,"Social Climate Resiliency Initiatives Senior Manager, Bureau of Environmental Surveillance and Policy",75504,93776
518113,ADMIN FOR CHILDREN'S SVCS,5,Mailroom/CopyCenter Supervisor,36390,41848
518128,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Helath Advisor, Bureau of Public Health Clinics",39096,48557
518341,NYC HOUSING AUTHORITY,13,"ASSISTANT DIRECTOR, BOROUGH INITIATIVES AND RESIDENT PROGRAMS",64749,134280
518495,DEPARTMENT OF CORRECTION,12,Data Specialist,60132,69152
518531,NYC HOUSING AUTHORITY,13,OUTREACH AND ASSESSMENT SPECIALIST,54100,83981
518840,HRA/DEPT OF SOCIAL SERVICES,17,ELIGIBILITY SPECIALIST,40062,46071
518843,NYC HOUSING AUTHORITY,13,Field Supervisor/Asset Recovery & Salvage Coordinator,54100,83981
518848,DEPT OF ENVIRONMENT PROTECTION,6,Director of Water Supply Outreach,115000,140000
519082,DEPARTMENT OF CORRECTION,12,"Deputy Director, Data",85000,100000
519102,DEPARTMENT OF CORRECTION,12,Senior Correctional Institution Administrator,150000,175000
519168,LAW DEPARTMENT,3,CLAIM SPECIALIST,41483,47705
519460,TECHNOLOGY & INNOVATION,15,Database Engineer,92194,118000
519534,LAW DEPARTMENT,3,Secretary to Division Chief - Information Technology Division,50000,50000
519545,NYC EMPLOYEES RETIREMENT SYS,4,ADMINISTRATIVE ACCOUNTANT,58700,161534
519585,ADMIN FOR CHILDREN'S SVCS,5,Conference Facilitator,73027,87622
519839,DEPARTMENT OF TRANSPORTATION,19,Deputy Director of Application Development,100000,180000
519998,NYC HOUSING AUTHORITY,13,AGENCY ATTORNEY 3,91563,94500
520079,TECHNOLOGY & INNOVATION,15,Associate Data Engineer,54281,77250
520114,TECHNOLOGY & INNOVATION,15,"IT Automation Engineer, Cloud Services",98901,122000
520171,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR LEGISLATIVE PROGRAM MANAGER,90000,100000
520270,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT MECHANICAL ENGINEER,57078,85646
520280,DEPT OF ENVIRONMENT PROTECTION,6,DESIGN PROGRAM MANAGER,64922,173486
520412,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  ECONOMIC DEVELOPMENT,51550,73806
520520,DEPT OF ENVIRONMENT PROTECTION,6,ELECTRICAL DESIGN ENGINEER,67757,98128
520527,DEPT OF ENVIRONMENT PROTECTION,6,ELECTRICAL DESIGN ENGINEER,80557,111917
520533,LAW DEPARTMENT,3,Data entry clerk,36390,41848
520597,DEPT OF ENVIRONMENT PROTECTION,6,SCADA Development Section Chief,92194,130372
520781,DEPARTMENT OF TRANSPORTATION,19,Transportation Specialist – School Safety,67757,98128
520785,DEPT OF HEALTH/MENTAL HYGIENE,2,"Clerical Associate, Bureau of Communicable Diseases",40017,46019
520786,DEPARTMENT OF TRANSPORTATION,19,Senior Transportation Specialist – School Safety,74650,109409
520938,ADMIN TRIALS AND HEARINGS,27,Hearing Officer,53.78,57.99
521103,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
521177,HRA/DEPT OF SOCIAL SERVICES,17,"SENIOR DIRECTOR, NYCWAY",58700,132241
521195,HRA/DEPT OF SOCIAL SERVICES,17,ADMINISTRATIVE COORDINATOR – FIRST DEPUTY COMMISSIONER AND G,58695,67499
521200,DEPARTMENT OF TRANSPORTATION,19,Project Lead – Bike Unit,67757,80000
521235,HRA/DEPT OF SOCIAL SERVICES,17,TECHNICAL PROJECT TEAM MANAGER,98901,136951
521271,DEPT OF HEALTH/MENTAL HYGIENE,2,Stock Worker,36900,41697
521294,DEPARTMENT OF CORRECTION,12,Agency Attorney,71423,82137
521300,DEPARTMENT OF CORRECTION,12,Agency Attorney,79620,91563
521310,DEPARTMENT OF CORRECTION,12,Cook,36627,41388
521339,CIVILIAN COMPLAINT REVIEW BD,11,Administrative Prosecution Unit (APU) Prosecutor,58700,161534
521585,LAW DEPARTMENT,3,Deputy Chief of Fiscal,98353,98353
521649,ADMIN FOR CHILDREN'S SVCS,5,RTA Coordinator,54100,65415
521652,DEPARTMENT OF TRANSPORTATION,19,Vision Zero Research Analyst,59422,92758
521711,DEPT OF HEALTH/MENTAL HYGIENE,2,"Payment Liaison, Bureau of Controller",46700,53705
521823,LAW DEPARTMENT,3,Office Assistant,36390,41848
521932,DEPARTMENT OF TRANSPORTATION,19,Vision Zero Research Scientist,75504,86830
521976,HRA/DEPT OF SOCIAL SERVICES,17,"DIRECTOR, RECRUITMENT STRATEGIES",94715,136260
522062,DEPT OF ENVIRONMENT PROTECTION,6,Staff Analyst,53797,73243
522101,ADMIN FOR CHILDREN'S SVCS,5,Residential Care Youth Specialist,54100,62215
522369,DEPT OF HEALTH/MENTAL HYGIENE,2,"Immunization Infrastructure and Clinical Support Unit Coordinator, Bureau of Immunization",64140,70554
522407,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Counsel,63228,78529
522507,ADMIN FOR CHILDREN'S SVCS,5,Paralegal,37611,43253
522852,LAW DEPARTMENT,3,Assistant Corporation Counsel - Family Court,75121,133040
522856,ADMIN FOR CHILDREN'S SVCS,5,Workforce Data Analyst,54100,62215
522877,POLICE DEPARTMENT,7,EEO Training Analyst,62470,80008
522919,LAW DEPARTMENT,3,Office Assistant - Communications and Docketing Service Unit,36390,41848
522953,LAW DEPARTMENT,3,Assistant Corporation Counsel - Family Court Division - Bronx,75121,133040
523034,DEPT OF HEALTH/MENTAL HYGIENE,2,"Social Services Manager, Bureau of Hepatitis, HIV, and STI",66442,76408
523073,OFFICE OF MANAGEMENT & BUDGET,14,Unit Head  Closeout,98388,98388
523076,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  Closeout,51550,73806
523148,HRA/DEPT OF SOCIAL SERVICES,17,CLIENT ADVOCATE,53057,61015
523152,ADMIN FOR CHILDREN'S SVCS,5,Housekeeping Aide,34612,39804
523652,DEPT OF HEALTH/MENTAL HYGIENE,2,Assistant Director of Emergency Management,60718,80000
523682,ADMIN FOR CHILDREN'S SVCS,5,Juvenile Justice Trainer,54100,62215
523758,DEPT OF HEALTH/MENTAL HYGIENE,2,"Epidemiology Data Analyst, Bureau of Immunization",75504,86830
523825,DEPT OF HEALTH/MENTAL HYGIENE,2,"Community Systems Specialist, Center for Health Equity and Community Wellness/Bronx Neighborhood Health",54100,62215
523879,LAW DEPARTMENT,3,Assistant Deputy Chief of Facilities – Services,45811,51766
523927,DEPT OF HEALTH/MENTAL HYGIENE,2,"Dual Diagnosis Coordinator, Bureau of Mental Health",71379,82086
523960,HRA/DEPT OF SOCIAL SERVICES,17,PROCEDURES COORDINATOR,61015,77124
523984,HRA/DEPT OF SOCIAL SERVICES,17,COMPUTER GRAPHIC ARTIST (MAP/HOMECARE),45594,52433
524009,DEPT OF HEALTH/MENTAL HYGIENE,2,"Assistant Director, Hypertension Initiative, Bureau Chronic Disease Prevention",84468,97138
524094,DEPT OF HEALTH/MENTAL HYGIENE,2,"Data Entry/Registration Clerk,  Bureau of Public Health Clinics",32520,37398
524112,DEPT OF HEALTH/MENTAL HYGIENE,2,"Clerical Associate III / Clerical Assistant, Bureau of Hepatitis, HIV, and STI",36390,41848
524156,POLICE DEPARTMENT,7,Senior IT Architect,100000,180000
524428,ADMIN TRIALS AND HEARINGS,27,Developer,81951,94244
524525,ADMIN TRIALS AND HEARINGS,27,Mainframe Operations,66597,76587
524526,HRA/DEPT OF SOCIAL SERVICES,17,CLIENT ADVOCATE,53057,61015
524625,DEPARTMENT OF TRANSPORTATION,19,Project Manager,74650,109409
524643,DEPARTMENT OF TRANSPORTATION,19,Mainframe Developer,75000,125000
524806,DEPT OF HEALTH/MENTAL HYGIENE,2,Employee Discipline & Labor Analyst (Asc Staff Analyst),70611,85000
524852,DEPARTMENT OF CORRECTION,12,Assistant General Counsel,79620,91563
524854,DEPARTMENT OF CORRECTION,12,Assistant General Counsel,63228,72712
524938,ADMIN TRIALS AND HEARINGS,27,Information Representative/Backup Cashier,19.9179,22.91
525052,DEPT OF HEALTH/MENTAL HYGIENE,2,"Technical Lead,  Bureau of Environmental Sciences and Engineering",84468,97138
525094,ADMIN FOR CHILDREN'S SVCS,5,Recruitment and Support Evaluator,66442,81916
525152,DEPARTMENT OF CORRECTION,12,Employee Monitoring & Support Specialist,70611,81203
525196,LAW DEPARTMENT,3,Department Librarian,43834,50409
525255,TAXI & LIMOUSINE COMMISSION,24,Project Manager - IT,58700,125000
525348,TAXI & LIMOUSINE COMMISSION,24,Customer Experience Specialist,40017,62820
525425,NYC EMPLOYEES RETIREMENT SYS,4,"ADMINISTRATIVE ACCOUNTANT, M-3",100000,110000
525463,DEPT OF HEALTH/MENTAL HYGIENE,2,"Research Scientist, Bureau of Food Safety and Community Sanitation",64140,64140
525716,FIRE DEPARTMENT,20,Employee Assistance Program Specialist,54878,54878
525807,DEPARTMENT OF CORRECTION,12,Staff Physician  (Part-Time),78.04,98.84
525832,DEPT OF HEALTH/MENTAL HYGIENE,2,Fleet and Logistics Specialist,52647,65000
525835,OFFICE OF EMERGENCY MANAGEMENT,21,FINACIAL RECOVERY & COMPLIANCE SPECIALIST,57500,69500
525843,HUMAN RIGHTS COMMISSION,16,AGENCY ATTORNEY I,63228,72712
525859,OFFICE OF EMERGENCY MANAGEMENT,21,COMMUNICATIONS SPECIALIST,57500,69500
526019,FIRE DEPARTMENT,20,Plan Examiner,57078,85646
526075,DEPARTMENT OF CORRECTION,12,RMAS Program Counselor,54100,62215
526142,OFFICE OF MANAGEMENT & BUDGET,14,Supervising Analyst   INTERFUND AGREEMENTS,73806,83399
526173,DEPARTMENT OF CORRECTION,12,Supervising Assistant General Counsel,83158,95632
526177,DEPARTMENT OF CORRECTION,12,Deputy General Counsel,120000,150000
526214,FIRE DEPARTMENT,20,FDNY OATH Representative,65160,90603
526358,TAXI & LIMOUSINE COMMISSION,24,IT Technical Support,44404,65888
526359,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR BUILDING CUSTODIAN,51766,69187
526438,PUBLIC ADMINISTRATOR-NEW YORK,10,DECEDENT PROPERTY AGENT,41483,63794
526448,DEPT OF HEALTH/MENTAL HYGIENE,2,"Behavioral and Mental Health Coordinator, Bureau of Brooklyn Neighborhood Health",54100,62215
526450,DEPARTMENT OF CORRECTION,12,RMAS Legal Coordinator,47418,54531
526467,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR INFORMATION SECURITY ARCHITECT,100000,155000
526514,NYC HOUSING AUTHORITY,13,Resident Communications Associate,38333,63794
526535,DEPT OF HEALTH/MENTAL HYGIENE,2,Special Officer,35888,40554
526537,DEPT OF HEALTH/MENTAL HYGIENE,2,Special Officer,35888,40554
526598,ADMIN FOR CHILDREN'S SVCS,5,Child Protective Manager,58700,102226
526599,ADMIN FOR CHILDREN'S SVCS,5,Child Protective Manager,58700,102226
526603,DEPARTMENT OF TRANSPORTATION,19,Estimate QA/QC & CAD Manager,74650,109409
526651,POLICE DEPARTMENT,7,Auto Mechanic (Diesel),298.24,347.2
526667,HRA/DEPT OF SOCIAL SERVICES,17,CONTROL CLERK,36390,41848
526678,FINANCIAL INFO SVCS AGENCY,18,SENIOR BUSINESS ANALYST,105000,115000
526814,ADMIN FOR CHILDREN'S SVCS,5,Legal Case Assistant,54100,65415
526955,DEPARTMENT OF CITY PLANNING,9,SENIOR LEAD URBAN DESIGNER,74650,85847
527010,POLICE DEPARTMENT,7,Automotive Service Worker,36474,42419
527066,LAW DEPARTMENT,3,"Assistant Corporation Counsel, Special Federal Litigation",75121,133040
527125,DEPT OF HEALTH/MENTAL HYGIENE,2,Special Officer,35888,40544
527286,DEPT OF HEALTH/MENTAL HYGIENE,2,"Operations Project Manager, Bur of Admin",70611,81203
527295,DEPARTMENT OF CORRECTION,12,RMAS Social Worker,51079,58741
527324,NYC HOUSING AUTHORITY,13,Analyst,58700,161534
527332,DEPARTMENT OF CORRECTION,12,"Director, Correction Intelligence Bureau",115000,120000
527385,DEPT OF HEALTH/MENTAL HYGIENE,2,"Construction Project Manager, Bureau of Facilities Planning and Administrative Services",57078,75000
527400,DEPARTMENT OF CORRECTION,12,Human Resources Liaison,38333,44083
527413,DEPT OF HEALTH/MENTAL HYGIENE,2,"Preventive Maintenance Program Manager, Bureau of Facilities Planning and Administrative Services",67757,90000
527430,DEPARTMENT OF CORRECTION,12,Visit Facilitator,38333,44083
527478,DEPT OF HEALTH/MENTAL HYGIENE,2,Supervising Nurse PHN II,79039,79039
527565,HRA/DEPT OF SOCIAL SERVICES,17,BOROUGH RELATIONS COORDINATOR,54100,70000
527574,POLICE DEPARTMENT,7,"Psychologist, Level II",73546,96006
527590,DEPT OF HEALTH/MENTAL HYGIENE,2,"Inspector, Bureau of Environmental Disease and Injury Prevention",45722,52580
527605,DEPT OF HEALTH/MENTAL HYGIENE,2,"Borough Director,  Bureau of Childcare",58700,105000
527638,DEPARTMENT OF TRANSPORTATION,19,Inspector – School Safety,45210,63880
527665,HRA/DEPT OF SOCIAL SERVICES,17,EXECUTIVE AGENCY COUNSEL,101363,113636
527716,DEPARTMENT OF TRANSPORTATION,19,Inspector – School Safety,49930,70888
527720,DEPARTMENT FOR THE AGING,28,Coordinator of Mental Health Initiatives,54100,62215
527726,ADMIN FOR CHILDREN'S SVCS,5,Senior Research Analyst,84468,97138
527756,NYC HOUSING AUTHORITY,13,Neighborhood Planner,58700,161534
527762,NYC HOUSING AUTHORITY,13,Neighborhood Planner,58700,161534
527778,NYC HOUSING AUTHORITY,13,Electrician's Helper,39.9,39.9
527779,NYC HOUSING AUTHORITY,13,Maintenance Worker,29.98,31.16
527780,NYC HOUSING AUTHORITY,13,Caretaker P,31836,46278
527781,NYC HOUSING AUTHORITY,13,Carpenter,53.58,53.58
527782,NYC HOUSING AUTHORITY,13,Supervisor Electrician,67.72,67.72
527784,NYC HOUSING AUTHORITY,13,Electrician,62.88,62.88
527788,NYC HOUSING AUTHORITY,13,HOUSING EXTERMINATOR L1,33558,54820
527789,NYC HOUSING AUTHORITY,13,Plumber,52.79,52.79
527791,NYC HOUSING AUTHORITY,13,Supervisor Carpenter,56.8,56.8
527793,NYC HOUSING AUTHORITY,13,Plumber's Helper,36.95,36.95
527794,NYC HOUSING AUTHORITY,13,PLASTERER,48.27,48.27
527813,NYC HOUSING AUTHORITY,13,SUPERVISOR PLUMBER,55.29,55.29
527815,NYC HOUSING AUTHORITY,13,Maintenance Worker,29.98,31.16
527817,NYC HOUSING AUTHORITY,13,SUPERVISOR PLUMBER,55.29,55.29
527818,NYC HOUSING AUTHORITY,13,Electrician's Helper,39.9,39.9
527821,NYC HOUSING AUTHORITY,13,PLASTERER,48.27,48.27
527822,NYC HOUSING AUTHORITY,13,Supervisor Electrician,67.72,67.72
527823,NYC HOUSING AUTHORITY,13,CARPENTER,53.58,53.58
527824,NYC HOUSING AUTHORITY,13,Plumber,52.79,52.79
527825,NYC HOUSING AUTHORITY,13,CARETAKER  P,31836,46278
527828,NYC HOUSING AUTHORITY,13,Plumber's Helper,36.95,36.95
527829,NYC HOUSING AUTHORITY,13,HOUSING EXTERMINATOR L1,33558,54820
527831,NYC HOUSING AUTHORITY,13,SUPERVISOR CARPENTER,56.8,56.8
527833,NYC HOUSING AUTHORITY,13,ELECTRICIAN,62.88,62.88
527837,DEPARTMENT OF CORRECTION,12,Psychologist (Part-Time),46.7039,53.7094
527839,DEPARTMENT OF TRANSPORTATION,19,TEAM LEADER,90114,122168
527873,DEPT OF HEALTH/MENTAL HYGIENE,2,"Print Manager, Bureau of Communications",58700,65000
527889,DEPT OF HEALTH/MENTAL HYGIENE,2,"Research and Evaluation Data Analyst,  Bureau of Brooklyn Neighborhood Health",75504,86830
527894,ADMIN FOR CHILDREN'S SVCS,5,Child Protective Manager,58700,102226
527960,OFFICE OF THE COMPTROLLER,29,"Head, Real Estate Investments Portfolio",250000,265000
527982,OFFICE OF THE COMPTROLLER,29,IT and Security Auditor,65000,80000
527985,CULTURAL AFFAIRS,30,Community Associate to the Commissioner,20.9814,27.3672
527986,OFFICE OF THE COMPTROLLER,29,IT Security Specialist- Security Audits (2 positions),75000,90000
528038,DEPT OF PARKS & RECREATION,22,Data Engineer,75504,86830
528123,DEPT OF HEALTH/MENTAL HYGIENE,2,"Date Entry/Registration, Bureau of Public Health Clinics",36390,41848
528144,POLICE DEPARTMENT,7,Maintenance Worker,239.84,249.28
528167,DEPT. OF HOMELESS SERVICES,23,Street Homeless Solutions Data Analyst,58695,89699
528168,ADMIN FOR CHILDREN'S SVCS,5,Staff Development Coordinator,81126,81126
528240,DEPT. OF HOMELESS SERVICES,23,Peace Officer,34834,50207
528246,DEPT OF HEALTH/MENTAL HYGIENE,2,"Community Coordinator, Bureau of Environmental Disease and Injury Prevention",54100,62215
